Cantidad de Informacion: 
BBCCACC	6.612005179466903
CABCACC	6.612005179466903
CABCACA	6.612005179466903
ACCCCBB	6.612005179466903
ACCCCBA	6.612005179466903
CAABBCC	6.612005179466903
BBBBBCA	5.981075425895445
CAACCBB	6.612005179466903
BBBCCBA	5.612005179466903
BBBBBCB	5.350145672323987
CAABBCB	6.612005179466903
CAABBCA	6.612005179466903
BBBBBCC	5.612005179466903
BBBCCBB	6.612005179466903
BBBCCBC	6.612005179466903
BABACAB	6.612005179466903
ACBAAAA	6.612005179466903
ACBAAAB	6.612005179466903
BBAACCA	6.612005179466903
BBAACCC	6.612005179466903
BBAACCB	5.981075425895445
BACAAAA	6.612005179466903
BACAAAB	6.612005179466903
BBBAACC	6.612005179466903
BBBAACB	5.981075425895445
BBBAACA	5.981075425895445
CAACCCC	6.612005179466903
CAACCCB	6.612005179466903
BBBBBBA	5.350145672323987
BBBBBBB	3.9810754258954453
BBBCCAA	6.612005179466903
BBBBBBC	4.981075425895446
BBBCCAB	6.612005179466903
ACCCAAA	6.612005179466903
BBCCAAC	5.981075425895445
ACBAABB	6.612005179466903
BBCCAAA	5.981075425895445
BBAAABB	5.981075425895445
BBABBAB	6.612005179466903
CABCAAB	6.612005179466903
BBAAABC	5.981075425895445
BACBBAB	6.612005179466903
BACAABB	6.612005179466903
BACAABC	6.612005179466903
BBAAACA	6.612005179466903
ACBBBBA	6.612005179466903
CAABBAA	6.612005179466903
BCACABA	6.612005179466903
BABACCA	6.612005179466903
ACBBBBB	6.612005179466903
BBAAAAA	5.1470316587489755
BBAAAAB	5.612005179466903
BACBBBC	5.981075425895445
BACBBBB	5.981075425895445
ACBBBCA	5.612005179466903
ACBBBCB	6.612005179466903
CAACCAC	6.612005179466903
CAABBBB	5.612005179466903
CAAAACC	5.981075425895445
CAACCAA	6.612005179466903
BBBCCCA	6.612005179466903
CAABBBA	5.981075425895445
BBBCCCB	6.612005179466903
CAAAACB	6.612005179466903
BCACAAA	6.612005179466903
CAAAACA	6.612005179466903
BBCCCCB	6.612005179466903
BBCCCCC	6.612005179466903
BBCCCCA	6.612005179466903
CABCCCB	5.981075425895445
CCCBCCC	6.612005179466903
BABAAAB	6.612005179466903
ACAACCA	6.612005179466903
BABAAAA	5.981075425895445
ACBACAA	6.612005179466903
CABBBCC	6.612005179466903
ACBACAB	6.612005179466903
CABCCBB	6.612005179466903
CABCCBC	6.612005179466903
CABBBCA	6.612005179466903
BBBACCB	5.612005179466903
CAAAAAC	6.612005179466903
CAAAAAB	5.350145672323987
ACCAAAC	6.612005179466903
CAAAAAA	4.84076143030548
CACCABA	5.981075425895445
BBBACCC	5.981075425895445
CCCBCBC	5.612005179466903
CCCBCBB	5.981075425895445
BABBBAA	5.981075425895445
CCCBCBA	6.612005179466903
BBCBBBA	5.350145672323987
CABBBBB	5.350145672323987
BBCBBBB	5.1470316587489755
BBAACBC	6.612005179466903
BBCCCAA	5.981075425895445
CABCCAA	6.612005179466903
BBCAACB	5.981075425895445
BBAACBB	5.1470316587489755
BBCBBBC	5.350145672323987
CABBBBA	6.612005179466903
BBAACBA	6.612005179466903
BBBBBAC	5.1470316587489755
BBBAABC	5.981075425895445
CACCAAB	6.612005179466903
BBBAABB	5.981075425895445
CAAACBC	5.981075425895445
ACCAABB	5.981075425895445
ACCBBAA	6.612005179466903
ACCBBAB	6.612005179466903
BBBAABA	5.981075425895445
ACCAABC	6.612005179466903
CAAACBB	6.612005179466903
BBBBBAA	4.84076143030548
BBBBBAB	5.981075425895445
CCCBCAA	6.612005179466903
CCCABBC	6.612005179466903
BABBBBC	5.612005179466903
BABBBBB	4.71921591875253
BABCCAA	6.612005179466903
BABBBBA	5.981075425895445
CCCABBA	5.981075425895445
BBCBBCB	5.981075425895445
CABBBAB	5.981075425895445
CABAABC	6.612005179466903
BBCCCBB	5.981075425895445
BBCBBCC	5.981075425895445
CABAABB	5.981075425895445
BBCBBCA	6.612005179466903
BBCCCBC	6.612005179466903
BBAACAA	6.612005179466903
BACCAAA	5.981075425895445
ACCCCAA	6.612005179466903
ACCAACB	6.612005179466903
BBBAAAB	5.981075425895445
ACCBBBB	5.612005179466903
ACCBBBC	6.612005179466903
CAAACCB	6.612005179466903
CAAACCA	6.612005179466903
BBBAAAC	5.612005179466903
AABCBCC	6.612005179466903
BCAAAAC	5.981075425895445
AABCBCB	6.612005179466903
ACABBCB	6.612005179466903
BCAAAAA	6.612005179466903
ACACCBB	6.612005179466903
ACABBCC	6.612005179466903
BCAAAAB	6.612005179466903
BABBBCC	5.981075425895445
BABBBCB	6.612005179466903
CCCCBCA	6.612005179466903
ABCBBCC	5.612005179466903
CCCCBCC	6.612005179466903
BBCAAAA	5.350145672323987
BBCAAAB	5.981075425895445
BCBCCCB	6.612005179466903
AAABCCA	6.612005179466903
CCBBCCC	6.612005179466903
BACCABA	6.612005179466903
ABBACCA	6.612005179466903
BCCCACC	6.612005179466903
AABCBBB	5.981075425895445
BCCCACA	6.612005179466903
AABCBBA	6.612005179466903
ABCAACB	6.612005179466903
ACABBBA	6.612005179466903
ACABBBB	5.981075425895445
BABCCCC	5.612005179466903
BABCCCB	5.350145672323987
ABCBBBA	6.612005179466903
ABCCCAA	6.612005179466903
CCCCBBC	6.612005179466903
ABCBBBB	5.981075425895445
ABCBBBC	5.981075425895445
CCCCBBB	6.612005179466903
BBCAABB	6.612005179466903
BBCAABC	6.612005179466903
BBCBBAB	6.612005179466903
BCBCCBB	5.981075425895445
BCBBBCC	6.612005179466903
BCBBBCB	5.981075425895445
BACCACA	6.612005179466903
ACABBAB	6.612005179466903
ACAAABC	5.981075425895445
BCCCABC	5.981075425895445
AABCBCA	6.612005179466903
BCAACCC	5.981075425895445
CCCCBAC	6.612005179466903
ACAAABA	6.612005179466903
ACAAABB	5.350145672323987
BCAACCB	6.612005179466903
CCCCBAB	6.612005179466903
ABCBBAB	6.612005179466903
AAABABA	6.612005179466903
BBCACCB	6.612005179466903
BCBBBCA	5.981075425895445
BCBBBBB	4.981075425895446
BCBCCAA	6.612005179466903
AAABAAC	6.612005179466903
AAABAAB	6.612005179466903
BCBBBBC	6.612005179466903
AAABAAA	5.1470316587489755
CBCBCAA	6.612005179466903
BBBACBA	6.612005179466903
BCCCAAB	6.612005179466903
BBBACBC	6.612005179466903
BBBACBB	6.612005179466903
BCCCAAA	6.612005179466903
BCAACBB	5.981075425895445
ABCAAAA	6.612005179466903
ACAAAAA	5.1470316587489755
CCCBAAB	5.981075425895445
CCCBAAA	6.612005179466903
ABCAAAC	5.981075425895445
AAACBBA	5.981075425895445
BCBAACA	6.612005179466903
BCBAABA	6.612005179466903
BCBBBAA	6.612005179466903
BCBAABB	6.612005179466903
AAACBAC	6.612005179466903
ABBACBC	6.612005179466903
AAACBAB	6.612005179466903
AAABABC	6.612005179466903
BCBBBAC	6.612005179466903
CCBBCBC	6.612005179466903
BCBBBAB	6.612005179466903
AAABABB	6.612005179466903
AAACBAA	6.612005179466903
CCBBCBB	5.612005179466903
CCBBCBA	6.612005179466903
CBCABAB	6.612005179466903
CBCABAC	6.612005179466903
BBBACAB	5.981075425895445
BBBACAA	6.612005179466903
ACACABB	6.612005179466903
